term_str,n,n_chars,p,i,max_pos,max_pos_group,stem_porter,stop,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
stranger,9,8,4.344132525002896e-05,14.490572358806483,NN,NN,stranger,0,2.3398500028846247,0,0,0,1,0,1,0,0,0,0,-1
strength,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,strength,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
strife,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,strife,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
strike,11,6,5.309495308336873e-05,14.201065741611496,VBP,VB,strike,0,3.0,1,0,0,0,0,1,0,0,0,0,-1
strip,9,5,4.344132525002896e-05,14.490572358806483,VB,VB,strip,0,3.0,0,0,0,0,0,1,0,1,0,0,-1
stroke,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,stroke,0,2.584962500721156,0,0,0,1,0,1,0,1,0,0,-1
struggle,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,struggl,0,3.169925001442312,1,0,0,1,0,1,0,1,0,0,-1
subjugation,1,11,4.826813916669885e-06,17.660497360248794,NN,NN,subjug,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
succeed,2,7,9.65362783333977e-06,16.660497360248794,VB,VB,succeed,0,3.169925001442312,0,1,0,0,1,0,1,0,1,1,1
success,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,success,0,2.584962500721156,0,1,0,0,1,0,1,0,0,0,1
sucker,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,sucker,0,3.169925001442312,1,0,0,0,0,1,0,0,0,0,-1
sue,4,3,1.930725566667954e-05,15.660497360248796,NN,NN,sue,0,3.169925001442312,1,0,0,0,0,1,0,1,0,0,-1
suffering,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,suffer,0,3.169925001442312,0,0,1,1,0,1,0,1,0,0,-1
suicide,5,7,2.4134069583349424e-05,15.338569265361432,NN,NN,suicid,0,2.3398500028846247,1,0,0,1,0,1,0,1,0,0,-1
sun,124,3,0.000598524925667,10.70630104986192,NN,NN,sun,0,0.0,0,1,0,0,1,0,1,0,1,1,1
sunk,4,4,1.930725566667954e-05,15.660497360248796,VBP,VB,sunk,0,3.169925001442312,0,0,1,1,0,1,0,1,0,0,-1
sunny,27,5,0.00013032397575,12.905609858085326,NN,NN,sunni,0,2.3398500028846247,0,1,0,0,1,0,1,0,1,0,1
sunset,7,6,3.378769741668919e-05,14.85314243819119,NN,NN,sunset,0,3.0,0,1,0,0,0,0,1,0,0,0,1
sunshine,31,8,0.0001496312314167,12.70630104986192,NN,NN,sunshin,0,1.315172029168969,0,0,0,0,1,0,1,0,0,0,1
superman,5,8,2.4134069583349424e-05,15.338569265361432,NNP,NN,superman,0,2.584962500721156,0,0,0,0,1,0,1,0,0,1,1
superstar,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,superstar,0,2.584962500721156,0,0,0,0,1,0,1,0,0,1,1
surprise,14,8,6.757539483337838e-05,13.85314243819119,NN,NN,surpris,0,1.315172029168969,0,0,0,1,1,0,1,0,1,0,1
surrender,37,9,0.0001785921149167,12.451043994619845,NNP,NN,surrend,0,3.0,0,0,0,1,0,1,0,1,0,0,-1
surround,3,8,1.4480441750009651e-05,16.07553485952764,VB,VB,surround,0,3.169925001442312,0,1,0,0,0,1,1,0,0,0,0
suspense,1,8,4.826813916669885e-06,17.660497360248794,NNP,NN,suspens,0,2.584962500721156,0,1,0,1,0,0,0,0,1,0,0
swear,28,5,0.0001351507896667,12.85314243819119,VBP,VB,swear,0,0.0,0,0,0,0,0,0,1,0,0,1,1
sweet,113,5,0.0005454299725836,10.840318397833608,JJ,NN,sweet,0,0.0,0,1,0,0,1,0,1,0,1,1,1
sweetheart,9,10,4.344132525002896e-05,14.490572358806483,NN,NN,sweetheart,0,3.169925001442312,0,1,0,0,1,0,1,1,0,1,1
swim,9,4,4.344132525002896e-05,14.490572358806483,VB,VB,swim,0,2.3398500028846247,0,1,0,1,1,0,1,0,0,0,1
symphony,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,symphoni,0,2.584962500721156,0,1,0,0,1,0,1,0,0,0,1
teach,10,5,4.826813916669885e-05,14.338569265361432,VB,VB,teach,0,2.3398500028846247,0,0,0,0,1,0,1,0,1,1,1
teacher,7,7,3.378769741668919e-05,14.85314243819119,NN,NN,teacher,0,3.0,0,0,0,0,0,0,1,0,0,1,1
tease,7,5,3.378769741668919e-05,14.85314243819119,NN,NN,teas,0,3.0,1,1,0,0,0,1,0,1,0,0,-1
teasing,1,7,4.826813916669885e-06,17.660497360248794,VBG,VB,teas,0,2.584962500721156,1,0,0,1,0,1,0,0,0,0,-1
teens,1,5,4.826813916669885e-06,17.660497360248794,NNS,NN,teen,0,2.584962500721156,0,0,0,0,0,1,1,0,0,0,0
tender,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,tender,0,2.584962500721156,0,0,0,0,1,0,1,0,0,1,1
termite,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,termit,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
terrible,2,8,9.65362783333977e-06,16.660497360248794,JJ,JJ,terribl,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
terror,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,terror,0,3.169925001442312,0,0,0,1,0,1,0,0,0,0,-1
terrorism,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,terror,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
thankful,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,thank,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
thief,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,thief,0,3.169925001442312,1,0,1,1,0,1,0,1,1,0,-1
thirst,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,thirst,0,2.584962500721156,0,1,0,0,0,0,0,1,1,0,0
thorny,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,thorni,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
threat,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,threat,0,3.169925001442312,1,0,0,1,0,1,0,0,0,0,-1
thrift,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,thrift,0,2.584962500721156,0,0,1,0,0,0,1,0,0,1,1
thrill,24,6,0.000115843534,13.07553485952764,NN,NN,thrill,0,0.0,0,1,0,1,1,0,1,0,1,0,1
throne,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,throne,0,3.0,0,0,0,0,0,0,1,0,0,1,1
thug,3,4,1.4480441750009651e-05,16.07553485952764,VB,VB,thug,0,2.584962500721156,1,0,1,1,0,1,0,0,0,0,-1
toad,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,toad,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
toast,5,5,2.4134069583349424e-05,15.338569265361432,NN,NN,toast,0,2.3398500028846247,0,0,0,0,1,0,1,0,0,0,1
top,38,3,0.0001834189288334,12.412569846805209,NN,NN,top,0,1.315172029168969,0,1,0,0,0,0,1,0,0,1,1
torture,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,tortur,0,2.584962500721156,1,1,1,1,0,1,0,1,0,0,-1
tough,12,5,5.792176700003861e-05,14.07553485952764,JJ,JJ,tough,0,3.0,0,0,0,0,0,1,0,1,0,0,-1
toxic,3,5,1.4480441750009651e-05,16.07553485952764,NN,NN,toxic,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
tramp,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,tramp,0,2.584962500721156,0,0,1,1,0,1,0,1,0,0,-1
trash,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,trash,0,3.169925001442312,0,0,1,0,0,1,0,1,0,0,-1
treason,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,treason,0,2.584962500721156,1,0,1,1,0,1,0,0,1,0,-1
treasure,3,8,1.4480441750009651e-05,16.07553485952764,NN,NN,treasur,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
treat,16,5,7.722902266671815e-05,13.660497360248796,NN,VB,treat,0,1.315172029168969,1,1,1,1,1,1,1,1,1,1,0
tree,8,4,3.861451133335908e-05,14.660497360248796,NN,NN,tree,0,2.3398500028846247,1,1,1,0,1,0,1,0,1,1,1
trick,14,5,6.757539483337838e-05,13.85314243819119,NN,NN,trick,0,1.315172029168969,0,0,0,0,0,1,0,0,1,0,-1
true,102,4,0.0004923350195003,10.9880720182773,JJ,JJ,true,0,0.0,0,0,0,0,1,0,1,0,0,1,1
truth,59,5,0.0002847820210835,11.777854310886951,NN,NN,truth,0,0.0,0,0,0,0,0,0,1,0,0,1,1
ugliness,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,ugli,0,2.584962500721156,0,0,1,1,0,1,0,1,0,0,-1
ugly,6,4,2.8960883500019303e-05,15.07553485952764,JJ,JJ,ugli,0,3.0,0,0,1,0,0,1,0,0,0,0,-1
undecided,3,9,1.4480441750009651e-05,16.07553485952764,JJ,JJ,undecid,0,2.584962500721156,0,1,0,1,0,1,0,0,0,0,-1
understanding,4,13,1.930725566667954e-05,15.660497360248796,JJ,JJ,understand,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
unfold,1,6,4.826813916669885e-06,17.660497360248794,VBP,VB,unfold,0,2.584962500721156,0,1,0,0,0,0,1,0,0,0,1
unhappiness,2,11,9.65362783333977e-06,16.660497360248794,NNP,NN,unhappi,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
unhappy,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,unhappi,0,2.584962500721156,1,0,1,0,0,1,0,1,0,0,-1
unique,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,uniqu,0,2.584962500721156,0,0,0,0,0,0,1,0,1,0,1
united,10,6,4.826813916669885e-05,14.338569265361432,JJ,JJ,unit,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
unity,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,uniti,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
unkind,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,unkind,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
unknown,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,unknown,0,3.169925001442312,0,1,0,1,0,1,0,0,0,0,-1
unpredictable,4,13,1.930725566667954e-05,15.660497360248796,JJ,JJ,unpredict,0,2.584962500721156,0,0,0,0,0,1,0,0,1,0,-1
unrequited,1,10,4.826813916669885e-06,17.660497360248794,IN,IN,unrequit,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
unsatisfied,1,11,4.826813916669885e-06,17.660497360248794,NNP,NN,unsatisfi,0,2.584962500721156,0,0,1,0,0,1,0,1,0,0,-1
unwell,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,unwel,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
urgent,3,6,1.4480441750009651e-05,16.07553485952764,JJ,JJ,urgent,0,2.584962500721156,0,1,0,1,0,1,0,0,1,0,-1
usual,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,usual,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
vacation,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,vacat,0,3.169925001442312,0,1,0,0,1,0,1,0,0,0,1
vampire,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,vampir,0,2.584962500721156,1,0,1,1,0,1,0,0,0,0,-1
vengeance,2,9,9.65362783333977e-06,16.660497360248794,JJ,JJ,vengeanc,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
venomous,4,8,1.930725566667954e-05,15.660497360248796,JJ,JJ,venom,0,2.584962500721156,1,0,1,1,0,1,0,0,0,0,-1
versus,1,6,4.826813916669885e-06,17.660497360248794,VBP,VB,versu,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
vertigo,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,vertigo,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
vicious,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,viciou,0,2.584962500721156,1,0,1,0,0,1,0,0,0,0,-1
victim,9,6,4.344132525002896e-05,14.490572358806483,NN,NN,victim,0,3.0,1,0,0,1,0,1,0,1,0,0,-1
victor,1,6,4.826813916669885e-06,17.660497360248794,NNP,NN,victor,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
victorious,3,10,1.4480441750009651e-05,16.07553485952764,JJ,JJ,victori,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
victory,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,victori,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
violation,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,violat,0,2.584962500721156,1,0,0,1,0,1,0,1,1,0,-1
violence,16,8,7.722902266671815e-05,13.660497360248796,NN,NN,violenc,0,2.3398500028846247,1,0,0,1,0,1,0,1,0,0,-1
violent,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,violent,0,2.584962500721156,1,0,1,1,0,1,0,0,1,0,-1
virgin,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,virgin,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
virtue,1,6,4.826813916669885e-06,17.660497360248794,VB,VB,virtu,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
vision,11,6,5.309495308336873e-05,14.201065741611496,NN,NN,vision,0,1.315172029168969,0,1,0,0,0,0,1,0,0,0,1
vouch,1,5,4.826813916669885e-06,17.660497360248794,VB,VB,vouch,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
vow,5,3,2.4134069583349424e-05,15.338569265361432,NN,NN,vow,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
waffle,1,6,4.826813916669885e-06,17.660497360248794,NNP,NN,waffl,0,2.584962500721156,1,0,0,0,0,1,0,1,0,0,-1
wages,1,5,4.826813916669885e-06,17.660497360248794,NNS,NN,wage,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
wait,145,4,0.0006998880179171,10.48058827023386,VB,VB,wait,0,0.0,0,1,0,0,0,1,0,0,0,0,-1
wan,16,3,7.722902266671815e-05,13.660497360248796,VBP,VB,wan,0,2.584962500721156,0,0,0,1,0,1,0,1,0,0,-1
wane,1,4,4.826813916669885e-06,17.660497360248794,VBP,VB,wane,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
wanting,6,7,2.8960883500019303e-05,15.07553485952764,VBG,VB,want,0,2.3398500028846247,0,0,0,0,0,1,0,1,0,0,-1
war,18,3,8.688265050005793e-05,13.490572358806483,NN,NN,war,0,0.0,0,0,0,1,0,1,0,0,0,0,-1
warn,2,4,9.65362783333977e-06,16.660497360248794,VBP,VB,warn,0,3.169925001442312,0,1,0,1,0,1,0,0,1,1,-1
warned,1,6,4.826813916669885e-06,17.660497360248794,VBD,VB,warn,0,2.584962500721156,0,1,0,1,0,0,0,0,1,0,0
waste,39,5,0.0001882457427501,12.375095141386549,VB,VB,wast,0,1.315172029168969,0,0,1,0,0,1,0,0,0,0,-1
wasted,17,6,8.205583658338804e-05,13.573034518998456,VBD,VB,wast,0,1.315172029168969,1,0,1,0,0,1,0,0,0,0,-1
wasting,13,7,6.27485809167085e-05,13.960057642107705,VBG,VB,wast,0,3.0,0,0,1,1,0,1,0,1,0,0,-1
watch,77,5,0.0003716646715835,11.393710819553894,VB,VB,watch,0,0.0,0,1,0,1,0,0,0,0,0,0,0
wealth,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,wealth,0,3.169925001442312,0,0,0,0,1,0,1,0,0,1,1
wear,20,4,9.65362783333977e-05,13.338569265361432,VB,VB,wear,0,2.3398500028846247,0,0,0,0,0,1,0,0,0,1,-1
weary,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,weari,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
weeds,1,5,4.826813916669885e-06,17.660497360248794,NNS,NN,weed,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
weep,2,4,9.65362783333977e-06,16.660497360248794,NNP,NN,weep,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
weight,13,6,6.27485809167085e-05,13.960057642107705,NN,NN,weight,0,2.3398500028846247,0,1,1,1,1,1,1,1,1,1,0
weird,6,5,2.8960883500019303e-05,15.07553485952764,NN,NN,weird,0,2.3398500028846247,0,0,1,0,0,1,0,0,0,0,-1
whim,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,whim,0,2.584962500721156,0,1,0,0,1,1,0,0,1,0,-1
whine,3,5,1.4480441750009651e-05,16.07553485952764,NN,NN,whine,0,3.169925001442312,0,0,1,0,0,1,0,1,0,0,-1
whip,26,4,0.0001254971618334,12.960057642107705,VB,VB,whip,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
white,42,5,0.0002027261845001,12.268179937470034,JJ,JJ,white,0,0.0,0,1,0,0,1,0,1,0,0,1,1
wholesome,1,9,4.826813916669885e-06,17.660497360248794,VBN,VB,wholesom,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
whore,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,whore,0,3.169925001442312,0,0,1,0,0,1,0,0,0,0,-1
wicked,6,6,2.8960883500019303e-05,15.07553485952764,JJ,JJ,wick,0,3.0,0,0,0,1,0,1,0,0,0,0,-1
wild,39,4,0.0001882457427501,12.375095141386549,JJ,JJ,wild,0,0.0,0,0,0,0,0,1,0,0,1,0,-1
winner,23,6,0.0001110167200834,13.136935404191782,NNP,NN,winner,0,2.3398500028846247,0,1,0,0,1,0,1,0,1,0,1
winning,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,win,0,3.169925001442312,0,1,1,0,1,0,1,1,1,1,1
wireless,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,wireless,0,2.584962500721156,1,1,0,0,0,0,1,0,1,0,1
wither,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,wither,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
wizard,1,6,4.826813916669885e-06,17.660497360248794,NNP,NN,wizard,0,2.584962500721156,0,1,0,0,0,0,1,0,1,0,1
woe,1,3,4.826813916669885e-06,17.660497360248794,NN,NN,woe,0,2.584962500721156,0,0,1,1,0,1,0,1,0,0,-1
wonderful,5,9,2.4134069583349424e-05,15.338569265361432,JJ,JJ,wonder,0,3.0,0,0,0,0,1,0,1,0,1,1,1
word,42,4,0.0002027261845001,12.268179937470034,NN,NN,word,0,0.0,0,0,0,0,0,0,1,0,0,1,1
words,74,5,0.0003571842298335,11.451043994619845,NNS,NN,word,0,0.0,1,0,0,0,0,1,0,0,0,0,-1
worm,1,4,4.826813916669885e-06,17.660497360248794,VB,VB,worm,0,2.584962500721156,0,1,0,0,0,1,0,0,1,0,-1
worn,2,4,9.65362783333977e-06,16.660497360248794,JJ,JJ,worn,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
worried,29,7,0.0001399776035834,12.802516365121225,JJ,JJ,worri,0,2.3398500028846247,0,0,0,0,0,1,0,1,0,0,-1
worry,77,5,0.0003716646715835,11.393710819553894,VBP,VB,worri,0,0.0,0,1,0,1,0,1,0,1,0,0,-1
worrying,1,8,4.826813916669885e-06,17.660497360248794,VBG,VB,worri,0,2.584962500721156,0,1,0,1,0,1,0,1,0,0,-1
worse,10,5,4.826813916669885e-05,14.338569265361432,JJR,JJ,wors,0,2.3398500028846247,0,0,0,1,0,1,0,1,0,0,-1
worship,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,worship,0,2.584962500721156,0,1,0,1,1,0,1,0,0,1,1
wound,2,5,9.65362783333977e-06,16.660497360248794,VB,VB,wound,0,3.169925001442312,1,0,0,1,0,1,0,1,0,0,-1
wreck,5,5,2.4134069583349424e-05,15.338569265361432,VB,VB,wreck,0,3.0,1,0,1,1,0,1,0,1,1,0,-1
yearning,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,yearn,0,2.584962500721156,0,1,0,0,1,1,1,0,0,1,0
yell,1,4,4.826813916669885e-06,17.660497360248794,VBP,VB,yell,0,2.584962500721156,1,0,0,1,0,1,0,0,1,0,-1
young,147,5,0.0007095416457504,10.46082501541243,JJ,JJ,young,0,0.0,0,1,0,0,1,0,1,0,1,0,1
youth,5,5,2.4134069583349424e-05,15.338569265361432,NN,NN,youth,0,3.169925001442312,1,1,0,1,1,0,1,0,1,0,1
